ProductCode,Name,Category,Brand,Type,FixedAssetType,CostingMethod,Length,Width,Height,Weight,CartonLength,CartonWidth,CartonHeight,CartonInnerQuantity,CartonQuantity,CartonVolume,WeightUnits,DimensionUnits,Barcode,MinimumBeforeReorder,ReorderQuantity,DefaultLocation,LastSuppliedBy,SupplierProductCode,SupplierProductName,SupplierFixedPrice,PriceTier1,PriceTier2,PriceTier3,PriceTier4,PriceTier5,PriceTier6,PriceTier7,PriceTier8,PriceTier9,PriceTier10,AssemblyBOM,AutoAssemble,AutoDisassemble,DropShip,DropShipSupplier,AverageCost,DefaultUnitOfMeasure,InventoryAccount,RevenueAccount,ExpenseAccount,COGSAccount,ProductAttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,DiscountName,ProductFamilySKU,ProductFamilyName,ProductFamilyOption1Name,ProductFamilyOption1Value,ProductFamilyOption2Name,ProductFamilyOption2Value,ProductFamilyOption3Name,ProductFamilyOption3Value,CommaDelimitedTags,StockLocator,PurchaseTaxRule,SaleTaxRule,Status,Description,ShortDescription,Sellable,PickZones,AlwaysShowQuantity,WarrantySetupName,InternalNote,ProductionBOM,MakeToOrderBom,QuantityToProduce,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10,HSCode,CountryOfOrigin
"GP6102B-SUPL","New Edition Color Bridge - Coated/Uncoated Supplement","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"GP6102B-SUPL",0.0000,0.0000,Main,Pantone,"GP6102B-SUPL","",0.0000000,112.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,65.3178,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","","false","","false","false","FALSE","","","","","","","","","","","","Books,Graphics,Supplement","","","",ACTIVE,"Enhance your color bridge guide with the latest new colors

Overview

The Pantone Color Bridge Guide Supplement provides 224 brand new market-driven colors to add to your existing Pantone® Color Bridge Guide Set. Confidently manage and visualize color expectations when printing across platforms with even more side-by-side comparisons of how Pantone Spot Colors look when printed using CMYK. Created by Pantone to fill gaps in the Pantone Matching System, these new colors introduce more dark neutrals for greater palette nuance. This convenient, portable fan deck gives designers even more color options, enhancing their ability to precisely communicate and manage color expectations, color conversion, and color matching. Ideal for printing across graphics, digital , and web design.

Features
•	Compact, handheld fan deck featuring just the 224 newest colors
•	Printed on both coated and uncoated paper
•	Coated colors are arranged in the front of the guide, followed by uncoated colors
•	Printed on the commonly used paper stock weights: 100 lb (148 gsm) coated and 80 lb (118 gsm) uncoated
•	New eco-friendly ink formulation allows for coating Pantone Colors during print production to protect prints and for packaging applications
•	Supplement also includes 2 new base ink colors used in the formulation of the new 224 Pantone Colors
•	Adds more dark neutral colors for greater palette nuance

Colors
•	Get all 224 new colors printed with spot ink and CMYK process builds in one guide
•	Only Pantone Guide to offer CMYK, HTML, and RGB values for Pantone Spot colors
•	Colors arranged in chromatic format
•	Tolerance aim < 2.0 ∆E00 to Pantone master standard reference data

Application
•	Use for inspiration and production of digital designs, animation, and packaging when CMYK process printing is required
•	Use throughout design workflow, from color inspiration to press check
•	Bring Color to Life, Digitally – Learn how Pantone Connect for Adobe® Creative Cloud® allows you to take your physical Pantone Colors into your digital workflow through Adobe Creative Cloud (InDesign®, Photoshop®, and Illustrator®).
","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GG6103B","New Edition Color Bridge Coated","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"GG6103B",0.0000,0.0000,Main,Pantone,"GG6103B","",0.0000000,393.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,237.4272,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","true","false","","false","false","FALSE","","","","","","","","","","","","Books,Graphics","","","",ACTIVE,"Translate Pantone to CMYK, HTML, & RGB Equivalents

Overview

See the actual results of converting Pantone Spot colors to their equivalent process colors with the Pantone Color Bridge Guide Coated. A handheld fan deck provides access to side-by-side comparisons for all 2,359 Pantone Spot Colors, including 224 new Pantone Matching System (PMS) colors to their closest industry-standard CMYK color matches. Also included are HTML and RGB equivalent values for applications in digital design. Printed on the most commonly used coated paper stock weight, this guide is formulated to match G-7 calibrated CRPC6 and CRPC3 press references. Accurately manage and visualize color conversion, color expectations, and color matching when printing across digital design, graphic, video, and web platforms.
Integration with Pantone Connect for Adobe® Creative Cloud® provides access to over 15,000 Pantone Colors in every Pantone library, enabling you to move your physical Pantone Colors into the digital workflows of your favorite apps, such as InDesign®, Photoshop®, and Illustrator®. Connect ensures color consistency, accuracy, and access from anywhere. Secure cloud storage lets you save the colors you want for better, streamlined sharing and collaboration.

Features
•	Handheld fan deck
•	Printed on the most commonly used coated paper stock weight - 100 lb coated (148 gsm)
•	Lighting Indicator page demonstrates when lighting conditions are suitable for color evaluation

Colors
•	Quickly illustrates how closely basic industry CMYK printing can match to Pantone Spot colors
•	Includes 224 new, trend- and market-relevant graphics colors, for a total of 2,359 colors
•	Each color displayed with CMYK, HTML, and RGB values
•	Colors arranged in chromatic format, with new colors are in the front of the guide
•	Index in the back of the guide provides the numeric location for each color
•	Guide printed to match CRPC6 and CRPC3 press references for coated paper stock
•	Tolerance aim < 2.0 ∆E00 to Pantone master standard reference data

Application
•	Use for Graphic, Brand, and Packaging design when CMYK process printing is required
•	For digital design, Color Bridge is the only Pantone Guide that offers CMYK, HTML, and RGB values for Pantone Spot colors
•	Use throughout design workflow, from color inspiration to press check
•	Bring Color to Life, Digitally — Learn how Pantone Connect for Adobe Creative Cloud allows you to take your physical Pantone Colors into your digital workflow through Adobe Creative Cloud (InDesign, Photoshop, and Illustrator).","",Yes,,0.0000,,"0",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GG6104B","New Edition Color Bridge Uncoated","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"GG6104B",0.0000,0.0000,Main,Pantone,"GG6104B","",0.0000000,376.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,229.1466,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","true","false","","false","false","FALSE","","","","","","","","","","","","Books,Graphics","","","",ACTIVE,"Translate Pantone to CMYK, HTML, & RGB Equivalents

Overview

Use the Pantone Color Bridge Guide Uncoated to see the most accurate results of converting a Pantone Spot color to its process color equivalent. This compact fan deck displays side-by-side comparisons of all 2,359 Pantone Spot Colors with their closest industry-standard CMYK color matches, as well as HTML and RGB equivalent values for digital design applications. Now including 224 new Pantone Matching System (PMS) colors, this guide is printed on uncoated paper stock to match G-7 calibrated CRPC6 and CRPC3 press references. Confidently manage and visualize color expectations, color conversion, and color matching across print graphics, digital design, web, animation, and video.
 
Integration with Pantone Connect for Adobe® Creative Cloud® provides access to over 15,000 Pantone Colors in every Pantone library, enabling you to move your physical Pantone colors into the digital workflows of your favorite apps, such as InDesign®, Photoshop®, and Illustrator®. Connect ensures color consistency, accuracy, and access from anywhere. Secure cloud storage lets you save the colors you want for better, streamlined sharing and collaboration.

Features
•	Portable, handheld fan deck provides easy on-the-go reference
•	Lets users specify and manage color across print graphics, digital design, web, animation, and video
•	Printed on most commonly used uncoated paper stock weight - 80 lb uncoated (118 gsm)
•	Lighting indicator page demonstrates when lighting conditions are suitable for proper color evaluation
•	Only Pantone tool to offer CMYK, HTML, and RGB values for Pantone Spot colors

Colors
•	Includes 224 new, on-trend, market-relevant graphics colors for inspiration
•	Features all 2,359 Pantone Spot Colors and their closest, industry standard CMYK color matches
•	Quickly illustrates, in side-by-side samples, how closely basic industry CMYK printing can match to Pantone Spot colors
•	Each color displayed with CMYK, HTML, and RGB values
•	Colors arranged in chromatic format, new colors are in the front of the guide
•	Index in the back of guide provides numeric location for each color
•	Guides printed to match CRPC6 and CRPC3 press references for uncoated paper stocks
•	Tolerance aim < 2.0 ∆E00 to Pantone master standard reference data

Application
•	Use for inspiration and production of Graphic, Brand, and Packaging designs when CMYK process printing is required
•	For digital design, Color Bridge is the only Pantone Guide that offers CMYK, HTML, and RGB values for Pantone Spot colors
•	Use throughout design workflow, from color inspiration to press check
•	Bring Color to Life, Digitally — Learn how Pantone Connect for Adobe Creative Cloud allows you to take your physical Pantone Colors into your digital workflow through Adobe Creative Cloud (InDesign, Photoshop, and Illustrator).","",Yes,,0.0000,,"0",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GPG301B","New Edition Essentials Guide Set","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"GPG301B",0.0000,0.0000,Main,Pantone,"GPG301B","",0.0000000,1135.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,717.2303,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","true","false","","false","false","FALSE","","","","","","","","","","","","Books,Graphics","0","","",ACTIVE,"Versatility, Variety, and Value for Graphics and Print

Overview

Access six of Pantone’s® top-selling graphics tools in one compact, portable carrying case. Now compiled into the Essentials Guide Set, the Pantone Formula Guide, Color Bridge Guide Set, and CMYK Guide are available together in one affordable starter kit. Easily browse, share, compare, and reference 7,617 market-driven spot, spot-to-process, and process colors, including 224 brand new graphics colors. Everyone from professional designers to design students can use this essentials color guide to find color inspiration; communicate color; verify color accuracy; and translate spot colors to CMYK, HTML, or RGB. A protective, streamlined carrying case enables better collaboration with convenient, organized storage and easy access to six portable fan decks. This on-the-go color reference is ideal for school, studio, stakeholder meetings, press checks, and more.

Features
•	Features the Pantone Formula Guide, Color Bridge Guide Set, and CMYK Guide
•	Six portable, handheld fan decks in a convenient carrying case
•	Printed on the most commonly used paper stock weights: 100 lb coated (180 gsm) and 80 lb uncoated (118 gsm)
•	Lighting Indicator pages demonstrate when lighting conditions are suitable for color evaluation

Colors
•	224 new, trend- and market-relevant graphics colors added
•	Complete collection of all 2,390 traditional spot colors, 2,359 spot-to-process colors, and an additional 2,868 four-color process colors in the CMYK Guides
•	Each color displayed with its coordinating number and ink formulation or values
•	Colors arranged in chromatic format, with new color pages at the front of each Formula and Color Bridge Guide
•	Tolerance aim < 2.0 ∆E00 to Pantone® master standard reference data

Application
•	Use throughout the design process, from inspiration to press check
•	Ideal for comparing spot-to-process color when CMYK printing is required
•	Use for print materials, branding and logos, packaging, digital design, and animation
•	Offers 7,617 total spot and four-color process colors at a value price
•	Ink formulations help printers accurately achieve Pantone Spot colors on printed materials
•	New ink formulations are suitable for coating during print production and are now eco-friendly
•	Compact size travels from school, to studio, to stakeholder meetings, press checks & more
•	Bring Color to Life, Digitally
Learn how Pantone® Connect for Adobe Creative Cloud allows you to take your physical Pantone colors into your digital workflow through Adobe® Creative Cloud (InDesign®, Photoshop®, and Illustrator®).","0",Yes,,0.0000,,"0",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GP1601B","New Edition Formula Guide - Coated and Uncoated","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"GP1601B",0.0000,0.0000,Main,Pantone,"GP1601B","",103.6800000,338.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,190.8716,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","true","","","","","","","","","","","","","","","","","Books,Graphics","0","","",ACTIVE,"229 New Colors to Create With!

Share, compare, communicate, and match colors with the new edition of the Pantone Formula Guide. This versatile, end-to-end color matching tool displays all 2,390 market-driven spot colors in the Pantone Graphics System on coated and uncoated paper stocks. Now updated with 224 brand new Pantone Matching System (PMS) colors, the latest Pantone Formula Guide also features five new eco-friendly Pantone base mixing inks compatible with coating in print production processes. Compact, handheld fan decks provide easy, on-the-go physical references for the actual appearance of Pantone Colors in digital design applications, and include essential formulations for mixing spot color inks to properly match Pantone Formula Guide colors.

Integration with Pantone® Connect for Adobe Creative Cloud allows you to access over 15,000 Pantone Colors in every Pantone library. Take all of your physical Pantone Colors into the digital workflows of your favorite apps, such as InDesign®, Photoshop®, and Illustrator®, and ensure color consistency, accuracy, and from-anywhere-access. Securely save and store the colors you want in the cloud for better, streamlined sharing and collaboration.

Features
Helps ensure consistent color reproduction in branding, logos, marketing, packaging and other graphic design applications on a range of different materials
Portable, handheld fan decks provide easy on-the-go reference
Versatile end-to-end tool for everything from design inspiration to press check
Printed on most commonly used paper stock weights: 100 lb (168 gsm) coated and 80 lb uncoated (118 gsm)
Lighting indicator page demonstrates when lighting conditions are suitable for proper color evaluation
Considered the ultimate tool for inspiring, matching and communicating color to those in graphic design, digital design, product design and printing

Colors
224 new, on-trend, market-relevant graphics colors added plus 5 new Basic Colors
Includes 2,390 total Colors with the largest gamut in the Pantone Graphics System
New Colors are contained in the front of the guide
Enhanced printing process provides improved color accuracy
Pantone Colors displayed with their corresponding numbers and ink formulations
Index in back of guide provides numeric location for each color

Application
Use for inspiration and production in designing logos, branding and marketing materials, packaging, and for additional applications such as architecture, industrial design, and manufacturing
Ink formulations help printers accurately achieve Pantone Spot colors on printed materials
Used to communicate consistent color throughout workflow and supply chain around the world
Bring Color to Life, Digitally – Learn how Pantone Connect for Adobe Creative Cloud allows you to take your physical Pantone Colors into your digital workflow through Adobe® Creative Cloud (InDesign®, Photoshop®, and Illustrator®).","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GP1601B-SUPL","New Edition Formula Guide - Coated/Uncoated Supplement","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,lb,cm,"GP1601B-SUPL",0.0000,0.0000,Main,Pantone,"GP1601B-SUPL","",0.0000000,103.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,34.4878,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"","","","","","","","","","","","","","","","","","","","","Books,Graphics,Supplement","","","",ACTIVE,"<div class=""accordion minimal hide-title cross-fade"">&nbsp;</div>","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GPG304B","New Edition Portable Guide Studio","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"GPG304B",0.0000,0.0000,Main,Pantone,"GPG304B","",0.0000000,1770.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,925.9755,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","true","false","","false","false","FALSE","","","","","","","","","","","","Books,Graphics","0","","",ACTIVE,"Comprehensive & Convenient Portable Guide Studio for Graphics & Print

Overview

Access all eight Pantone® Graphics Guides in one sleek, portable carrying case. Now compiled into a comprehensive Portable Guide Studio case, the Pantone® Formula Guide, Color Bridge Guide Set, CMYK Guide, Metallics Guide, and Pastels & Neons Guide are available in one streamlined color guide kit. Easily browse, share, compare, and reference 8,482 market-relevant colors on the go. Colors include traditional spot colors, spot-to-process colors, four-color process colors, and specialty metallic, pastel, and neon spot colors. A protective, compact carrying case enables better collaboration with convenient, organized storage and easy access to eight portable fan decks. With the Pantone Portable Guide Studio, graphic, print, and digital designers can easily collaborate and get inspired from anywhere for logo and branding projects, marketing materials, digital design work, animation, and more.

Features
•	Features the Pantone Formula Guide, Color Bridge Guide Set, CMYK Guide, Metallics Guide, and Pastels & Neons Guide
•	Eight portable fan decks in a convenient carrying case
•	Printed on the most commonly used paper stock weights: 100 lb (168 gsm) coated and 80 lb (118 gsm) uncoated
•	Lighting Indicator pages demonstrate when lighting conditions are suitable for color evaluation

Colors
•	224 new, trend- and market-relevant graphics colors added
•	Complete collection of all 2,390 traditional spot colors, 2,359 spot-to-process colors, 2,868 four-color process colors and 865 specialty metallic, pastel, and neon spot colors
•	Each color displayed with its corresponding number and ink formulation or values
•	Colors are arranged in chromatic format, with new color pages in the front of the book
•	Index in the back of each guide provides numeric location for each color
•	Tolerance aim < 2.0 ∆E00 to Pantone master standard reference data

Application
•	Use for comparing spot-to-process color, logos and branding, packaging, digital design, and animation
•	6,123 total spot, specialty spot, and four-color process colors together for a value price
•	Portable for on-the-go inspiration, visualization, color communication, and verification
•	Convenient travel case protects and stores guides when not in use
•	Ink formulations help printers accurately achieve Pantone® Spot colors on printed materials
•	Bring Color to Life, Digitally – Learn how Pantone® Connect for Adobe® Creative Cloud® allows you to take your physical Pantone® colors into your digital workflow through Adobe® Creative Cloud® (InDesign®, Photoshop®, and Illustrator®).","0",Yes,0,0.0000,,"0",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GPC305B","New Edition Reference Library","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"GPC305B",0.0000,0.0000,Main,Pantone,"GPC305B","",0.0000000,3115.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,1665.1914,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","true","false","","false","false","FALSE","","","","","","","","","","","","Books,Graphics","0","","",ACTIVE,"0","0",Yes,0,0.0000,,"0",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GP1606B","New Edition Solid Chips Set - Coated/Uncoated","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"GP1606B",0.0000,0.0000,Main,Pantone,"GP1606B","",0.0000000,810.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,501.3098,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","true","false","","false","false","FALSE","","","","","","","","","","","","Books,Graphics","0","","",ACTIVE,"0","0",Yes,0,0.0000,,"0",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GP1606B-SUPL","New Edition Solid Chips Set - Coated/Uncoated Supplement","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"GP1606B-SUPL",0.0000,0.0000,Main,Pantone,"GP1606B-SUPL","",0.0000000,133.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,72.7160,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","","False","","False","False","FALSE","","","","","","","","","","","","Books,Graphics,Supplement","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GP1608B","New Edition Solid Color Set","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"GP1608B",0.0000,0.0000,Main,Pantone,"GP1608B","",0.0000000,980.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,590.8868,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","true","false","","false","false","FALSE","","","","","","","","","","","","Books,Graphics","0","","",ACTIVE,"0","0",Yes,0,0.0000,,"0",No,No,1.0000000000,"False","","","","","","","","","","","",""
"GP1605B","New Edition Solid Guide Set","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,kg,cm,"GP1605B",0.0000,0.0000,Main,Pantone,"GP1605B","",0.0000000,710.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,419.3816,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","true","","","","","","","","","","","","","","","","","Books,Graphics","0","","",ACTIVE,"Own all four Pantone® guides in one cost-saving bundle. The Solid Guide Set includes the Formula, Metallics, and Pastels & Neons Guides. 

Bundled set of four fan decks displaying Formula Guide Coated & Uncoated, Metallics, and Pastels & Neons colors.

  

Overview:

Own the gamut of Pantone® Spot Colors in one convenient, cost-saving bundle. The Pantone® Solid Guide Set provides the greatest array of Pantone® Graphics colors. It includes the Formula Guide (Coated & Uncoated), Pastels & Neons Guide, and Metallics Guide. Get access to 3,255 Pantone® Matching System colors – 2,390 traditional spot colors, 655 metallics, 154 pastels, and 56 neons – for branding, packaging, marketing materials, signage, instances where spot color printing is critical, and more. The Solid Guide Set gives designers easy access to both standard and specialty colors printed on four portable fan decks. This convenient, compact reference can go anywhere you go, elevating your collaboration abilities. Ideal for school, studio, stakeholder meetings, press checks, and more, the Solid Guide Set is the ultimate spot color bundle.

  

Features:

Four portable, handheld fan decks
Printed on the most commonly used paper stock weights: 100 lb (148 gsm) coated and 80 lb (118 gsm) uncoated
Lighting Indicator pages demonstrate when lighting conditions are suitable for color evaluation
 

Colors:

Collection of all Pantone® spot and specialty colors: 2,390 traditional spot colors, 655 metallics, 154 pastels, and 56 neons
Each color displayed with coordinating numbers and ink formulations
Colors arranged in chromatic format, with 224 new colors displayed in the front of both Formula Guides and the 5 new base inks shown on page 1.5 of the full Guide
Index in the back of each guide provides numeric location for each color
Tolerance aim < 2.0 ∆E00 to Pantone® master standard reference data
 

Application:

﻿Use for logos & branding, packaging and color specification, sharing and evaluation
Complete assortment of Pantone® spot color fan guides in one cost-saving bundle
Ink formulations provide the most accurate method for achieving color on printed materials
Bring Color to Life, Digitally – Learn how Pantone® Connect for Adobe® Creative Cloud® allows you to take your physical Pantone® colors into your digital workflow through Adobe® Creative Cloud® (InDesign®, Photoshop®, and Illustrator®).","0",Yes,0,0.0000,,"0",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SURPB-XXX","New Edition Solid Uncoated Replacement Page -  BACKORDER","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"SURPB-XXX",0.0000,0.0000,Main,Pantone,"SURPB-XXX","",0.0000000,23.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,11.0670,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","false","false","","false","false","FALSE","","","","","","","","","","","","Swatch,Replacement Page,Graphics","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SCRPB-S1-S32","New Editon Solid Chips Coated Chip Replacement Page (Supplement)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"SCRPB-S1-S32",0.0000,0.0000,Main,Pantone,"SCRPB-S1-S32","",0.0000000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","False","False","","False","False","FALSE","","","","","","","","","","","","Swatch,Replacement Page,Graphics","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"SURPB-S1-S32","New Editon Solid Chips Uncoated Chip Replacement Page (Supplement)","Pantone","Pantone",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"SURPB-S1-S32",0.0000,0.0000,Main,Pantone,"SURPB-S1-S32","",0.0000000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,0.0000,Each,640: Stock on Hand (Dear),200: Sales - Industrial,,300: COGS (Seaga),"Product Additional Attributes","","","False","False","","False","False","FALSE","","","","","","","","","","","","Swatch,Replacement Page,Graphics","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"3364","NEW MOL 350 X 50-40","Printing","Seaga",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"DC-NM350-50-40",0.0000,0.0000,Main,Pavan Forniture Grafiche S.P.A,"DC-NM350-50-40","",17.9850000,25.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,16.3500,Each,640: Stock on Hand (Dear),,,300: COGS (Seaga),"Product Additional Attributes","DC-NM350-50-40","","","","","","False","FALSE","","","","","","","","","","","","Obsolete","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"3362","NEW MOL 350x25X20","Printing","Seaga",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"",0.0000,0.0000,Main,,"","",0.0000000,23.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,16.3500,Each,640: Stock on Hand (Dear),,,300: COGS (Seaga),"Product Additional Attributes","DC-NM350-25-20","","","","","","False","FALSE","","","","","","","","","","","","Obsolete","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
"3363","NEW MOL 350x35-25","Printing","Seaga",Stock,,FIFO,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000000,,cm,"1518",0.0000,0.0000,Main,Pavan Forniture Grafiche S.P.A,"1518","",16.3500000,24.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,No,No,No,No Drop Ship,,16.3500,Each,640: Stock on Hand (Dear),,,300: COGS (Seaga),"Product Additional Attributes","DC-NM350-35X25","","","","","","False","FALSE","","","","","","","","","","","","Obsolete","","","",ACTIVE,"","",Yes,,0.0000,,"",No,No,1.0000000000,"False","","","","","","","","","","","",""
